Property_ID;Area_SqFt;Rooms;Build_Year;Location;Street_Type;Furnishing;Property_Type;Has_Pool;Price
661;2574,74928;5;1997;Delhi;Main Road;Unfurnished;Independent House;No;688488
662;2089,738965;6;2010;Jaipur;Gated Society;Semi-Furnished;Independent House;No;601347
663;1840,355886;4;1991;Kanpur;Main Road;Furnished;Independent House;No;511156
664;2157,566043;5;1991;Prayagraj;Highway Facing;Furnished;Apartment;No;504223
665;1378,109531;7;2004;Lucknow;Main Road;Unfurnished;Independent House;Yes;516095
666;1871,854018;6;2023;Kanpur;Gated Society;Unfurnished;Independent House;No;604897
667;1626,603304;4;2002;Indore;Highway Facing;Semi-Furnished;Independent House;Yes;476333
668;1532,891282;6;2012;Prayagraj;Corner Plot;Semi-Furnished;Apartment;No;446372
669;1865,890242;6;2022;Lucknow;Residential Lane;Unfurnished;Independent House;No;527382
670;3721,376956;6;2023;Gurugram;Gated Society;Unfurnished;Apartment;No;924877
671;2794,030833;6;2023;Kanpur;Residential Lane;Furnished;Villa;No;825096
672;2931,709927;4;2019;Jaipur;Main Road;;Apartment;No;690087
673;2136,626672;3;1994;Noida;Residential Lane;Semi-Furnished;Duplex;Yes;603264
674;1435,72046;7;2005;Kanpur;Main Road;Unfurnished;Independent House;Yes;515166
675;2515,410143;3;2022;Noida;Gated Society;Furnished;Independent House;No;745682
676;2256,366553;5;2015;Indore;Highway Facing;Furnished;Independent House;No;623455
677;1895,800601;4;2022;Gurugram;Main Road;Semi-Furnished;Apartment;No;571570
678;2503,537285;5;1992;Jaipur;Residential Lane;Furnished;Independent House;No;656681
679;2310,248327;6;2000;Prayagraj;Gated Society;;Independent House;No;653100
680;2252,654709;7;2017;Delhi;Highway Facing;Furnished;Apartment;No;689598
681;2610,890064;5;1992;Prayagraj;Residential Lane;Furnished;Apartment;No;613935
682;;2;2007;Lucknow;Main Road;Furnished;Villa;No;738476
683;3226,973312;3;2002;Lucknow;Gated Society;Semi-Furnished;Duplex;No;810033
684;1938,279565;6;2014;Gurugram;Highway Facing;Furnished;Independent House;Yes;685243
685;2187,337648;3;2019;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;507919
686;2459,524286;4;1985;Gurugram;Corner Plot;Semi-Furnished;Apartment;No;582821
687;1672,671849;4;2023;Jaipur;Main Road;Unfurnished;Apartment;No;420936
688;2579,759977;5;2004;Lucknow;Corner Plot;Semi-Furnished;Independent House;No;664738
689;2658,970996;3;2003;Indore;Highway Facing;Furnished;Independent House;No;618721
690;1931,762045;2;2002;Prayagraj;Corner Plot;Semi-Furnished;Independent House;No;485855
691;2734,939703;4;1993;Delhi;Gated Society;Furnished;Apartment;No;732500
692;3269,526696;3;2023;Gurugram;Corner Plot;Furnished;Apartment;Yes;833496
693;2356,470482;5;1996;Kanpur;Corner Plot;Furnished;Villa;No;694331
694;2272,702558;2;2017;Noida;Main Road;Furnished;Apartment;No;591822
695;1953,581377;7;2013;Lucknow;Residential Lane;Semi-Furnished;Apartment;No;512760
696;;5;2009;Prayagraj;Corner Plot;Semi-Furnished;Independent House;No;662505
697;2084,218765;3;1989;Jaipur;Gated Society;Unfurnished;Apartment;Yes;506362
698;1871,973726;5;2013;Delhi;Gated Society;Furnished;Apartment;No;619770
699;2215,443326;2;1997;Gurugram;Main Road;Furnished;Apartment;No;572456
700;2894,508366;3;2016;Kanpur;Gated Society;;Independent House;No;728194
701;1776,74069;2;2018;Jaipur;Highway Facing;Unfurnished;Independent House;No;465865
702;2047,350659;4;1996;Noida;Highway Facing;Semi-Furnished;Apartment;No;543166
703;1796,704199;6;2014;Delhi;Main Road;Furnished;Independent House;No;648950
704;1525,661174;4;2007;Indore;Residential Lane;Semi-Furnished;Independent House;No;459576
705;2549,130452;5;2017;Gurugram;Main Road;Furnished;Villa;No;818945
706;1454,179955;6;2012;Delhi;Residential Lane;Semi-Furnished;Independent House;Yes;589015
707;2222,771073;2;2002;Kanpur;Residential Lane;Semi-Furnished;Duplex;Yes;555390
708;1090,463661;7;1986;Kanpur;Residential Lane;Semi-Furnished;Independent House;No;321702
709;2071,568148;3;2001;Prayagraj;Residential Lane;Unfurnished;Apartment;No;465769
710;2225,060135;4;1998;Jaipur;Residential Lane;Unfurnished;Independent House;No;545932
711;1888,441225;2;1999;Delhi;Gated Society;Unfurnished;Duplex;No;558091
712;2037,864152;3;1990;Indore;Main Road;Semi-Furnished;Apartment;No;444955
713;2457,533814;5;2013;Prayagraj;Main Road;Furnished;Apartment;No;615193
714;2693,648964;7;2013;Kanpur;Corner Plot;Furnished;Duplex;Yes;814401
715;1760,003798;4;1986;Noida;Highway Facing;Semi-Furnished;Duplex;No;519337
716;2901,301162;2;1987;Noida;Main Road;Semi-Furnished;Apartment;No;654270
717;2235,119241;5;2020;Delhi;Highway Facing;Furnished;Duplex;Yes;749831
718;2469,543796;7;2006;Prayagraj;Main Road;Unfurnished;Apartment;No;603776
719;1112,610964;2;2023;Prayagraj;Highway Facing;Unfurnished;Apartment;No;287984
720;2597,554792;6;2005;Lucknow;Gated Society;Unfurnished;Independent House;No;689572
721;2494,143798;2;1986;Noida;Main Road;Furnished;Independent House;No;658649
722;2274,089107;5;2009;Gurugram;Corner Plot;Unfurnished;Independent House;Yes;674803
723;2359,236115;5;2015;Indore;Main Road;Furnished;Independent House;Yes;684447
724;1722,456471;5;1997;Jaipur;Main Road;Furnished;Apartment;No;487603
725;2521,575805;2;2024;Indore;Residential Lane;Semi-Furnished;Apartment;No;546820
726;1834,017736;6;2006;Noida;Residential Lane;Furnished;Duplex;No;629517
727;1653,064313;4;2010;Jaipur;Gated Society;Furnished;Independent House;No;548043
728;2555,073242;7;2013;Gurugram;Gated Society;Semi-Furnished;Independent House;No;789462
729;;3;1993;Prayagraj;Main Road;Unfurnished;Duplex;No;644252
730;2549,197096;2;1988;Indore;Gated Society;Furnished;Villa;No;741103
731;2089,595795;2;2000;Gurugram;Residential Lane;Furnished;Apartment;No;504517
732;2769,434078;4;2020;Indore;Main Road;Semi-Furnished;Apartment;No;631711
733;2016,687813;6;2022;Kanpur;Main Road;Semi-Furnished;Duplex;No;620077
734;2286,765179;6;2010;Noida;Residential Lane;Semi-Furnished;Apartment;No;622814
735;1662,012361;7;2024;Noida;Gated Society;Semi-Furnished;Independent House;Yes;647236
736;2141,815287;7;2002;Delhi;Corner Plot;Semi-Furnished;Apartment;No;638596
737;2317,993935;7;2012;Jaipur;Highway Facing;Unfurnished;Villa;Yes;771495
738;1148,77571;5;1999;Prayagraj;Gated Society;Unfurnished;Independent House;No;382053
739;2090,833548;3;2022;Noida;Highway Facing;Semi-Furnished;Apartment;No;530276
740;1890,986845;3;1998;Gurugram;Main Road;Unfurnished;Independent House;No;540206
741;1849,922051;7;2012;Delhi;Gated Society;Semi-Furnished;Duplex;No;701811
742;2154,544443;5;2016;Prayagraj;Gated Society;Furnished;Independent House;Yes;708014
743;2305,004088;6;2005;Delhi;Highway Facing;Furnished;Apartment;Yes;709247
744;1185,245596;6;2001;Kanpur;Corner Plot;Semi-Furnished;Apartment;No;371885
745;2077,839521;6;2008;Indore;Highway Facing;Semi-Furnished;Apartment;Yes;561467
746;2266,575822;6;2018;Noida;Highway Facing;Unfurnished;Duplex;No;680122
747;1107,922026;5;2008;Kanpur;Gated Society;Semi-Furnished;Apartment;No;362466
748;2283,348765;3;2021;Jaipur;Corner Plot;Unfurnished;Apartment;No;493058
749;2226,806535;7;2012;Lucknow;Residential Lane;Unfurnished;Apartment;Yes;548593
750;1642,647596;6;1991;Noida;Highway Facing;Semi-Furnished;Villa;Yes;598037
751;1574,067925;3;2009;Lucknow;Main Road;Semi-Furnished;Apartment;No;416493
752;2803,100915;5;2005;Kanpur;Main Road;Unfurnished;Independent House;No;632116
753;1441,119674;3;1995;Lucknow;Highway Facing;Furnished;Duplex;No;447982
754;2293,955444;3;2013;Noida;Corner Plot;Semi-Furnished;Apartment;No;583046
755;2763,076966;5;2024;Indore;Highway Facing;Furnished;Apartment;No;678692
756;1584,004713;2;1992;Noida;Main Road;Furnished;Apartment;No;431796
757;2132,160765;5;2009;Kanpur;Residential Lane;Furnished;Villa;No;656952
758;1800,178073;2;2022;Prayagraj;Highway Facing;Furnished;Apartment;No;389902
759;2797,906299;2;2000;Delhi;Corner Plot;Furnished;Independent House;No;745298
760;1891,93205;7;1997;Delhi;Residential Lane;Semi-Furnished;Apartment;No;567850
761;2629,044397;2;2009;Kanpur;Corner Plot;Semi-Furnished;Apartment;No;563730
762;1811,202371;7;1988;Lucknow;Highway Facing;Semi-Furnished;Independent House;No;539603
763;2028,758662;7;2013;Delhi;Residential Lane;Semi-Furnished;Apartment;No;641477
764;1894,505364;3;2010;Delhi;Residential Lane;Unfurnished;Independent House;No;544405
765;2168,150738;2;1986;Prayagraj;Residential Lane;Semi-Furnished;Apartment;No;408435
766;2207,689999;5;1996;Jaipur;Highway Facing;Semi-Furnished;Independent House;No;559067
767;2531,899164;3;1989;Gurugram;Main Road;Semi-Furnished;Duplex;Yes;716318
768;2234,462651;7;2023;Noida;Main Road;Semi-Furnished;Independent House;No;741838
769;2102,858035;7;2011;Jaipur;Corner Plot;Unfurnished;Independent House;No;579881
770;2078,100812;5;2000;Gurugram;Gated Society;Furnished;Independent House;Yes;714204
771;1861,903199;2;1999;Noida;Corner Plot;Unfurnished;Independent House;Yes;508792
772;1840,56884;5;2019;Indore;Main Road;Furnished;Duplex;No;613071
773;1775,171755;3;2006;Noida;Main Road;Semi-Furnished;Villa;No;617943
774;3158,306847;2;2013;Kanpur;Highway Facing;Semi-Furnished;Apartment;No;689676
775;1591,210277;4;2018;Noida;Main Road;Furnished;Independent House;Yes;628948
776;1848,150189;6;1987;Lucknow;Residential Lane;Unfurnished;Independent House;Yes;520115
777;3242,820622;6;2011;Gurugram;Main Road;Unfurnished;Independent House;Yes;879873
778;2465,828655;4;2018;Delhi;Corner Plot;Furnished;Independent House;No;760151
779;3486,520923;4;1990;Indore;Residential Lane;Semi-Furnished;Villa;Yes;864560
780;1918,576793;6;1994;Jaipur;Main Road;;Apartment;No;496056
781;2085,963675;3;2001;Jaipur;Main Road;Unfurnished;Villa;No;607344
782;2249,67418;5;2020;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;543179
783;2486,276036;4;2015;Kanpur;Gated Society;Semi-Furnished;Apartment;No;613200
784;3130,818901;;1995;Prayagraj;Gated Society;Unfurnished;Independent House;No;736310
785;2013,61878;6;2021;Kanpur;Highway Facing;Unfurnished;Apartment;No;508271
786;2131,642823;7;2013;Noida;Highway Facing;Semi-Furnished;Duplex;Yes;714091
787;1136,499627;7;1991;Delhi;Main Road;Semi-Furnished;Apartment;No;465512
788;1138,030883;6;2021;Lucknow;Highway Facing;Unfurnished;Independent House;No;400108
789;1923,03671;6;2020;Prayagraj;Main Road;Furnished;Apartment;No;544436
790;1568,131725;5;1990;Prayagraj;Gated Society;Furnished;Independent House;No;497873
791;1129,018536;5;2001;Indore;Corner Plot;Semi-Furnished;Duplex;Yes;481231
792;3367,114325;3;1999;Noida;Residential Lane;Semi-Furnished;Apartment;No;734398
793;1661,735442;6;2011;Kanpur;Highway Facing;Semi-Furnished;Duplex;No;540625
794;1734,461134;7;1996;Prayagraj;Highway Facing;Semi-Furnished;Independent House;No;524265
795;1259,960045;4;2018;Gurugram;Corner Plot;Semi-Furnished;Duplex;Yes;556128
796;2618,012618;3;2021;Kanpur;Residential Lane;Semi-Furnished;Apartment;Yes;602547
797;2216,911171;4;2008;Prayagraj;Highway Facing;Semi-Furnished;Villa;Yes;620314
798;2444,05661;4;1996;Jaipur;Highway Facing;Unfurnished;Independent House;No;572811
799;2157,95518;;1994;Kanpur;Highway Facing;Semi-Furnished;Independent House;No;554435
800;2197,034675;6;2012;Jaipur;Main Road;Unfurnished;Apartment;No;544181
801;1979,496644;3;2024;Gurugram;Residential Lane;Furnished;Apartment;No;573593
802;2439,380975;2;2003;Lucknow;Gated Society;;Villa;No;684385
803;2855,09722;3;1985;Delhi;Corner Plot;Furnished;Apartment;Yes;717183
804;1465,275678;3;1986;Kanpur;Main Road;Furnished;Duplex;No;451184
805;2812,248061;3;2023;Prayagraj;Highway Facing;Furnished;Villa;No;742729
806;1998,40895;3;2014;Noida;Residential Lane;Semi-Furnished;Apartment;No;531907
807;1867,16407;7;2023;Gurugram;Main Road;Semi-Furnished;Duplex;Yes;730677
808;1843,11985;4;2020;Prayagraj;Corner Plot;Semi-Furnished;Apartment;Yes;511734
809;1963,259269;2;1990;Kanpur;Gated Society;Semi-Furnished;Duplex;Yes;539480
810;2369,700246;6;2001;Kanpur;Gated Society;Semi-Furnished;Duplex;No;679735
811;2108,854314;4;1994;Lucknow;Gated Society;Semi-Furnished;Duplex;No;593038
812;2296,346222;2;2023;Delhi;Residential Lane;;Apartment;No;574167
813;2461,57364;2;2007;Jaipur;Corner Plot;Semi-Furnished;Villa;Yes;667439
814;1646,963992;4;1990;Noida;Main Road;Semi-Furnished;Independent House;Yes;521881
815;3521,660005;3;2020;Lucknow;Corner Plot;Semi-Furnished;Apartment;Yes;808756
816;1263,953773;3;2021;Noida;Residential Lane;Furnished;Apartment;No;400808
817;2541,081829;5;2004;Delhi;Residential Lane;Unfurnished;Duplex;No;643518
818;2901,23756;7;2004;Delhi;Gated Society;Semi-Furnished;Apartment;No;812382
819;2174,556331;4;2001;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;491874
820;3004,36714;2;1993;Prayagraj;Gated Society;Furnished;Villa;No;775219
821;2138,680067;6;1985;Kanpur;Residential Lane;Unfurnished;Independent House;Yes;577915
822;3614,597425;4;1994;Kanpur;Residential Lane;Unfurnished;Apartment;No;668738
823;2562,834873;6;1992;Prayagraj;Gated Society;Furnished;Duplex;No;693793
824;1494,981728;7;1995;Lucknow;Corner Plot;Unfurnished;Apartment;Yes;419352
825;1468,112178;6;1990;Noida;Main Road;Semi-Furnished;Independent House;Yes;504057
826;2211,234035;7;2009;Indore;Residential Lane;Furnished;Duplex;No;643945
827;1887,450518;5;2007;Delhi;Residential Lane;Furnished;Apartment;No;586634
828;1928,710896;6;2016;Indore;Highway Facing;Semi-Furnished;Apartment;No;488661
829;2522,738558;5;2021;Delhi;Residential Lane;Furnished;Independent House;No;746353
830;1886,327263;4;1986;Delhi;Highway Facing;Semi-Furnished;Villa;No;610715
831;2141,816668;3;2024;Indore;Residential Lane;Semi-Furnished;Apartment;Yes;567484
832;1477,206082;7;2001;Kanpur;Highway Facing;Semi-Furnished;Duplex;No;507577
833;;7;1995;Lucknow;Highway Facing;;Apartment;No;591433
834;2364,418532;4;2005;Lucknow;Corner Plot;Semi-Furnished;Independent House;No;609185
835;1389,310846;3;2022;Jaipur;Corner Plot;Furnished;Apartment;No;400557
836;1860,382064;5;1986;Kanpur;Gated Society;Unfurnished;Duplex;No;513929
837;2020,329714;2;2001;Kanpur;Gated Society;Semi-Furnished;Duplex;No;538305
838;1832,866736;4;1992;Prayagraj;Corner Plot;Unfurnished;Independent House;Yes;494298
839;1291,346763;7;2017;Lucknow;Residential Lane;Furnished;Apartment;No;429848
840;1973,936285;7;1999;Lucknow;Residential Lane;Semi-Furnished;Apartment;No;533298
841;8858,260499;4;2013;Delhi;Corner Plot;Unfurnished;Apartment;No;1273974,917
842;2290,972013;2;1993;Jaipur;Gated Society;Semi-Furnished;Independent House;No;548699
843;2075,091696;7;2020;Delhi;Residential Lane;Unfurnished;Apartment;No;609965
844;1968,852267;4;1995;Jaipur;Highway Facing;Semi-Furnished;Apartment;No;471386
845;1789,73183;4;1993;Jaipur;Residential Lane;Furnished;Independent House;No;487444
846;1989,23184;5;2011;Lucknow;Main Road;Semi-Furnished;Villa;No;653213
847;2111,76934;4;1988;Lucknow;Highway Facing;Semi-Furnished;Apartment;No;525335
848;3129,053914;5;1995;Noida;Corner Plot;Furnished;Duplex;No;861288
849;2530,433244;4;1993;Kanpur;Main Road;Semi-Furnished;Villa;Yes;689816
850;;4;1992;Delhi;Highway Facing;Semi-Furnished;Apartment;No;543668
851;2747,175157;3;1998;Noida;Residential Lane;Semi-Furnished;Apartment;No;619009
852;1923,669121;6;2008;Jaipur;Highway Facing;Semi-Furnished;Apartment;No;484622
853;2222,676088;5;2007;Jaipur;Gated Society;Semi-Furnished;Apartment;No;599370
854;3245,147633;2;2010;Jaipur;Corner Plot;Semi-Furnished;Independent House;No;757542
855;2852,380011;3;2011;Lucknow;Corner Plot;Semi-Furnished;Apartment;Yes;695554
856;1592,591085;6;2002;Jaipur;Main Road;Unfurnished;Apartment;No;416426
857;1874,649036;3;1994;Prayagraj;Corner Plot;Semi-Furnished;Duplex;No;465479
858;1500,976553;5;2021;Lucknow;Main Road;Furnished;Independent House;No;517761
859;2348,532242;5;2006;Noida;Residential Lane;Semi-Furnished;Apartment;No;589247
860;1684,954672;4;2002;Noida;Residential Lane;Unfurnished;Apartment;No;406783
861;2569,268554;6;2015;Indore;Main Road;Semi-Furnished;Villa;No;787687
862;2036,971506;2;2016;Delhi;Corner Plot;Unfurnished;Duplex;No;568739
863;2632,523417;4;1999;Delhi;Gated Society;Semi-Furnished;Apartment;No;689382
864;2199,264653;4;1993;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;503304
865;2141,408992;5;2003;Noida;Highway Facing;Furnished;Duplex;No;630502
866;1874,297721;5;2013;Lucknow;Gated Society;Unfurnished;Villa;Yes;692626
867;1248,355498;2;1990;Gurugram;Highway Facing;Semi-Furnished;Independent House;No;420714
868;2448,098517;5;2021;Indore;Residential Lane;Semi-Furnished;Independent House;No;631656
869;2065,371078;6;2015;Jaipur;Corner Plot;Unfurnished;Independent House;No;589617
870;1905,443606;7;2022;Gurugram;Highway Facing;Furnished;Apartment;No;611146
871;2214,614756;7;1997;Prayagraj;Residential Lane;Unfurnished;Duplex;Yes;610625
872;2142,267761;2;2013;Noida;Main Road;Unfurnished;Apartment;No;525838
873;2439,43141;7;2009;Indore;Corner Plot;Semi-Furnished;Apartment;No;608409
874;2270,74578;3;1985;Prayagraj;Main Road;Unfurnished;Apartment;No;450512
875;2043,233033;7;2001;Jaipur;Residential Lane;Semi-Furnished;Apartment;Yes;581738
876;1778,1129;7;1990;Indore;Gated Society;Furnished;Apartment;Yes;556191
877;;6;2020;Indore;Residential Lane;Semi-Furnished;Duplex;Yes;444230
878;1884,254583;2;1985;Kanpur;Main Road;Furnished;Apartment;No;419106
879;1514,841652;7;1992;Indore;Main Road;Furnished;Duplex;No;546877
880;1803,202861;2;2016;Gurugram;Main Road;Semi-Furnished;Apartment;No;499389
881;1413,23624;6;2001;Lucknow;Corner Plot;Furnished;Independent House;No;504999
882;831,2829126;6;1999;Gurugram;Corner Plot;Furnished;Duplex;No;447061
883;2258,964379;2;2008;Kanpur;Corner Plot;Semi-Furnished;Independent House;No;533074
884;1985,149908;4;2006;Noida;Highway Facing;Furnished;Independent House;Yes;636029
885;1466,196406;4;2005;Jaipur;Corner Plot;;Independent House;Yes;512052
886;2573,308431;5;2001;Kanpur;Highway Facing;Semi-Furnished;Independent House;No;635520
887;2363,604129;6;2019;Indore;Gated Society;Furnished;Villa;No;782560
888;2362,377916;5;1985;Gurugram;Gated Society;Furnished;Independent House;No;699940
889;2269,953916;4;2000;Noida;Residential Lane;Semi-Furnished;Apartment;No;553365
890;1679,775181;4;2014;Gurugram;Main Road;Semi-Furnished;Independent House;No;563639
891;2504,462549;3;1995;Kanpur;Highway Facing;Furnished;Apartment;No;560917
892;2140,037119;7;1998;Gurugram;Highway Facing;Furnished;Apartment;No;634025
893;1584,123173;2;2015;Kanpur;Gated Society;Semi-Furnished;Independent House;Yes;511388
894;1049,478968;2;2001;Lucknow;Gated Society;Furnished;Villa;Yes;485336
895;3809,998551;5;1987;Lucknow;Residential Lane;Semi-Furnished;Apartment;Yes;809701
896;2492,31531;5;1988;Lucknow;Highway Facing;Furnished;Duplex;No;642327
897;1663,44941;6;2015;Delhi;Highway Facing;Semi-Furnished;Duplex;No;630978
898;2258,883158;2;1998;Delhi;Highway Facing;Unfurnished;Villa;No;657681
899;2392,377086;;2010;Gurugram;Highway Facing;Unfurnished;Duplex;No;691366
900;1386,672582;6;2003;Kanpur;Main Road;Unfurnished;Apartment;No;411902
901;1430,506864;2;1996;Kanpur;Main Road;Furnished;Apartment;No;330526
902;3132,513796;5;1994;Delhi;Gated Society;Semi-Furnished;Apartment;Yes;848126
903;2098,946699;6;2016;Noida;Main Road;Unfurnished;Duplex;Yes;668447
904;2436,012406;7;2002;Prayagraj;Main Road;Unfurnished;Apartment;Yes;631611
905;2478,22405;3;1989;Prayagraj;Residential Lane;Furnished;Independent House;Yes;645516
906;2480,856945;2;2017;Indore;Gated Society;Semi-Furnished;Duplex;Yes;680453
907;2162,587454;5;1996;Delhi;Highway Facing;;Independent House;No;696907
908;2378,643204;3;1998;Noida;Main Road;Furnished;Villa;No;726365
909;1299,495593;6;2003;Kanpur;Highway Facing;Semi-Furnished;Independent House;No;416729
910;2411,00703;2;2009;Gurugram;Corner Plot;Unfurnished;Apartment;No;569403
911;2586,685831;4;2007;Noida;Corner Plot;Unfurnished;Independent House;No;652905
912;2656,468768;4;1988;Noida;Highway Facing;Semi-Furnished;Apartment;No;597546
913;1758,458343;;2008;Delhi;Corner Plot;Furnished;Apartment;No;521830
914;1559,360331;3;2000;Kanpur;Corner Plot;Semi-Furnished;Independent House;Yes;457205
915;2331,92176;4;2005;Delhi;Main Road;Semi-Furnished;Independent House;No;692499
916;1479,160001;6;2017;Kanpur;Main Road;Unfurnished;Independent House;Yes;493112
917;2716,297989;3;2015;Noida;Gated Society;Semi-Furnished;Apartment;No;661917
918;1375,897058;7;2009;Kanpur;Highway Facing;Furnished;Independent House;No;511841
919;1852,873912;4;2019;Kanpur;Residential Lane;Semi-Furnished;Apartment;No;457032
920;1690,895957;4;2020;Indore;Residential Lane;Unfurnished;Villa;Yes;560322
921;2719,790297;6;2000;Jaipur;Gated Society;Furnished;Independent House;Yes;795024
922;1415,245383;2;1986;Noida;Gated Society;Unfurnished;Independent House;No;417392
923;2480,447144;5;1988;Jaipur;Gated Society;Furnished;Villa;Yes;793977
924;2608,945815;6;2001;Kanpur;Main Road;Furnished;Independent House;No;707866
925;2036,720081;6;1997;Jaipur;Highway Facing;Unfurnished;Independent House;Yes;601560
926;2221,480966;6;1997;Indore;Highway Facing;Furnished;Independent House;No;632098
927;3102,567509;7;2023;Gurugram;Main Road;Semi-Furnished;Independent House;No;888507
928;3083,534904;4;1987;Jaipur;Main Road;Semi-Furnished;Apartment;No;682270
929;;5;1997;Prayagraj;Highway Facing;Semi-Furnished;Independent House;No;474108
930;1870,608995;7;1988;Jaipur;Main Road;Furnished;Apartment;No;555865
931;2029,284955;6;2007;Noida;Residential Lane;Semi-Furnished;Duplex;Yes;635211
932;2609,948398;7;2013;Kanpur;Highway Facing;Semi-Furnished;Independent House;No;695674
933;1924,403734;4;1992;Noida;Gated Society;Unfurnished;Apartment;No;510822
934;1876,679032;5;2021;Jaipur;Highway Facing;Semi-Furnished;Independent House;Yes;596353
935;2493,814324;3;1985;Lucknow;Main Road;Unfurnished;Duplex;Yes;608805
936;3689,653872;7;2006;Noida;Residential Lane;Furnished;Independent House;No;963079
937;2088,250595;5;1991;Indore;Highway Facing;Furnished;Independent House;No;554383
938;3227,731771;2;2013;Noida;Highway Facing;Furnished;Apartment;No;745818
939;2215,654897;6;1994;Indore;Corner Plot;Unfurnished;Apartment;No;518809
940;2190,887375;4;2006;Prayagraj;Main Road;Semi-Furnished;Apartment;No;527060
941;2264,557;4;2019;Kanpur;Main Road;Furnished;Apartment;Yes;620494
942;2598,525478;5;2011;Delhi;Main Road;Semi-Furnished;Independent House;Yes;801207
943;1020,531873;4;1986;Prayagraj;Highway Facing;Semi-Furnished;Apartment;No;249726
944;1476,949432;3;2019;Gurugram;Highway Facing;Furnished;Independent House;No;489544
945;1461,281103;7;1985;Kanpur;Main Road;Semi-Furnished;Apartment;Yes;440910
946;2632,569588;4;1986;Prayagraj;Highway Facing;Unfurnished;Apartment;No;510047
947;1497,183426;5;2024;Prayagraj;Residential Lane;Semi-Furnished;Apartment;No;421508
948;2638,404448;;2015;Prayagraj;Corner Plot;Semi-Furnished;Apartment;Yes;620978
949;2044,298082;5;1993;Indore;Highway Facing;Semi-Furnished;Apartment;Yes;500074
950;2732,238624;6;2006;Lucknow;Residential Lane;;Independent House;No;698404
951;1922,88841;4;2002;Indore;Main Road;Semi-Furnished;Villa;No;606012
952;1945,314831;5;2023;Delhi;Corner Plot;Furnished;Duplex;No;640439
953;1415,690036;6;1985;Indore;Main Road;Unfurnished;Apartment;No;378914
954;2518,926761;4;1987;Jaipur;Main Road;Semi-Furnished;Villa;No;711065
955;1471,048489;6;2022;Lucknow;Corner Plot;Furnished;Apartment;No;431858
956;1753,693628;6;2024;Kanpur;Corner Plot;Unfurnished;Independent House;Yes;557210
957;1525,981336;4;1997;Kanpur;Residential Lane;Semi-Furnished;Apartment;No;347356
958;2545,010161;3;2020;Noida;Highway Facing;Unfurnished;Duplex;Yes;725112
959;2638,25812;5;2013;Jaipur;Corner Plot;Unfurnished;Apartment;No;599145
960;;6;2011;Prayagraj;Highway Facing;Unfurnished;Independent House;Yes;670934
961;2645,817856;7;1989;Gurugram;Highway Facing;Furnished;Apartment;Yes;763060
962;2568,292448;4;1992;Delhi;Gated Society;Furnished;Apartment;No;715063
963;2009,275633;4;1988;Noida;Corner Plot;Semi-Furnished;Apartment;No;496325
964;2085,357141;5;2004;Indore;Highway Facing;Furnished;Independent House;No;570302
965;2019,869049;5;1992;Jaipur;Residential Lane;Semi-Furnished;Apartment;No;502364
966;1768,191844;3;2013;Gurugram;Residential Lane;Unfurnished;Apartment;No;433859
967;2965,621313;5;2002;Delhi;Gated Society;Unfurnished;Duplex;No;828612
968;1797,813238;7;1994;Jaipur;Main Road;Semi-Furnished;Duplex;No;592005
969;2625,645988;4;1985;Gurugram;Main Road;Furnished;Independent House;No;724737
970;2337,858368;5;1985;Indore;Corner Plot;Semi-Furnished;Apartment;No;546994
971;1104,462004;6;2021;Noida;Highway Facing;Furnished;Villa;Yes;578103
972;1834,028192;4;2018;Noida;Gated Society;Furnished;Apartment;No;558889
973;3124,508034;3;1999;Delhi;Highway Facing;Furnished;Apartment;No;767255
974;2372,947952;4;2017;Kanpur;Residential Lane;Furnished;Apartment;No;555734
975;1485,051526;6;1990;Indore;Gated Society;Unfurnished;Apartment;Yes;435255
976;1930,585093;5;2010;Kanpur;Main Road;Furnished;Villa;No;647168
977;1503,206808;;2020;Prayagraj;Residential Lane;Semi-Furnished;Apartment;No;375473
978;1325,421993;;2003;Delhi;Residential Lane;Unfurnished;Independent House;Yes;436812
979;1787,83693;4;2010;Lucknow;Highway Facing;Semi-Furnished;Independent House;No;497243
980;1613,5963;5;2006;Lucknow;Gated Society;Unfurnished;Independent House;Yes;576355
981;1841,505942;3;1994;Delhi;Gated Society;Furnished;Apartment;No;550517
982;2071,796693;2;1988;Indore;Highway Facing;Furnished;Independent House;Yes;551990
983;1420,684975;4;2003;Jaipur;Main Road;Semi-Furnished;Apartment;Yes;401893
984;1930,186041;4;2019;Delhi;Corner Plot;;Apartment;No;568335
985;2604,906282;2;1990;Delhi;Highway Facing;Furnished;Apartment;No;614288
986;1978,897461;4;2003;Noida;Corner Plot;Furnished;Apartment;Yes;595384
987;2218,70509;3;2015;Delhi;Residential Lane;Furnished;Apartment;No;622610
988;1371,411108;6;2013;Indore;Highway Facing;Semi-Furnished;Apartment;No;394977
989;2975,048116;2;1985;Noida;Residential Lane;Unfurnished;Duplex;Yes;696735
990;;3;2003;Lucknow;Gated Society;Semi-Furnished;Duplex;No;550840
